job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
inference,principal_component_analysis (pca),15010,16,3,8,1,32768,51.86865354
feature_extraction,gpt2,27323,16,2,16,1,32768,101.3572625
evaluation,efficientnet,102463,16,5,8,2,16384,551.9189626
training,efficientnet,19543,64,1,8,1,32768,6.036439208
preprocessing,bert-base,34356,16,5,32,2,32768,15.0356618
evaluation,resnet50,25798,16,2,4,1,65536,194.9566451
training,principal_component_analysis (pca),79062,16,1,32,1,32768,195.2463462
training,resnet50,9767,16,1,32,1,32768,32.65395244
evaluation,mobilenet,5862,16,2,16,3,32768,15.1266265
feature_extraction,resnet101,26993,32,1,16,4,32768,11.80750878
inference,vit-base,53643,16,5,8,2,65536,225.0062926
inference,mobilenet,12591,16,2,32,2,32768,26.21939259
feature_extraction,vgg16,205508,16,5,16,1,16384,752.26151
evaluation,gpt2,30917,16,5,8,2,32768,141.4817181
preprocessing,bert-large,96239,32,1,32,2,65536,39.67890142
feature_extraction,catboost,131438,16,4,16,2,32768,291.2263817
preprocessing,lightgbm,6461,128,1,4,2,16384,4.212688545
training,gru,19992,32,3,16,2,65536,43.76889448
inference,vit-base,14698,64,1,8,2,32768,3.377402617
inference,vgg19,20661,128,2,8,3,32768,1.021767048
preprocessing,vgg19,7963,32,1,8,1,32768,6.045722983
preprocessing,naive_bayes,23484,32,1,8,2,16384,11.93834235
preprocessing,k-means,15295,32,2,8,2,32768,6.859156085
feature_extraction,random_forest,15170,64,5,8,1,8192,3.903491151
evaluation,vgg16,28370,16,4,32,1,32768,126.0338188
training,support_vector_machine (svm),79797,128,3,16,3,65536,6.444034251
preprocessing,vgg16,13984,64,2,32,1,32768,8.672336117
training,polynomial_regression,25977,32,1,16,3,65536,11.11223198
preprocessing,catboost,7659,64,2,4,3,32768,3.666161137
inference,k-means,16098,16,5,16,2,65536,31.54521358
training,vit-base,18424,16,2,8,3,65536,127.7196864
evaluation,bert-large,8047,16,5,16,1,32768,38.11378224
evaluation,gpt2-medium,109401,16,3,16,1,32768,539.8372704
preprocessing,yolo,1373,32,5,8,1,32768,1.125150108
preprocessing,polynomial_regression,31425,32,1,8,2,8192,16.77225899
evaluation,xgboost,17111,32,2,16,1,65536,16.59914912
training,vit-base,119090,16,2,16,1,16384,1003.546143
inference,linear_regression,12834,128,1,32,1,32768,0.498430379
training,k-means,30986,16,5,8,2,8192,553.1728123
inference,bert-large,69548,32,2,16,3,16384,56.53390292
evaluation,bert-base,33250,32,4,16,1,16384,47.242654
preprocessing,naive_bayes,4206,64,1,8,1,32768,2.17474005
inference,gru,16540,32,4,4,1,16384,27.87848806
evaluation,random_forest,21010,16,2,16,2,65536,67.8172066
inference,vgg16,28175,32,5,16,1,8192,37.41232009
training,efficientnet,113912,16,1,4,4,32768,345.9145169
evaluation,efficientnet,6546,16,1,8,4,65536,22.60658771
inference,polynomial_regression,4775,128,1,16,3,32768,0.124462737
feature_extraction,vgg19,13790,16,2,16,1,65536,40.62002406
evaluation,yolo,16748,16,5,16,3,16384,56.78370157
inference,bert-base,9214,16,2,8,1,65536,43.47452419
feature_extraction,yolo,39167,64,2,8,1,65536,10.56912083
evaluation,principal_component_analysis (pca),11150,32,1,8,2,16384,10.68337922
preprocessing,polynomial_regression,302654,64,5,16,3,16384,99.34422596
inference,vgg16,7750,16,2,8,1,8192,45.38730037
preprocessing,linear_regression,17183,16,1,16,4,65536,3.997905617
preprocessing,k-means,21056,128,4,8,4,8192,7.08657657
evaluation,polynomial_regression,4779,32,2,16,2,16384,3.666712679
feature_extraction,principal_component_analysis (pca),14109,64,1,8,3,32768,1.726159035
feature_extraction,catboost,21616,16,4,16,1,32768,61.29317587
preprocessing,lightgbm,79892,16,2,16,1,32768,39.70030639
preprocessing,resnet50,32224,16,2,16,1,32768,20.01006829
feature_extraction,lightgbm,12156,32,5,32,2,8192,7.042891251
inference,efficientnet,37644,16,5,4,2,32768,200.1787037
feature_extraction,gpt2,38005,64,3,16,1,16384,8.443637003
preprocessing,vgg19,133735,16,2,8,4,32768,61.70590466
preprocessing,vgg19,31613,64,5,8,3,65536,14.990964
evaluation,gpt2,21525,16,1,4,3,16384,110.5359091
evaluation,support_vector_machine (svm),6279,16,1,8,2,16384,21.58506148
inference,gpt2,21010,32,5,16,2,32768,18.41267512
evaluation,bert-base,7377,16,4,8,2,16384,44.06655077
training,gpt2,30945,16,1,16,2,65536,88.74052493
preprocessing,resnet101,40623,128,2,16,3,8192,22.80932043
training,lstm,219731,64,2,4,3,65536,110.3686475
training,logistic_regression,19383,32,2,16,2,32768,20.07162381
inference,catboost,28976,16,4,16,3,65536,55.31879671
inference,bert-large,10034,32,5,8,2,16384,10.75850382
preprocessing,support_vector_machine (svm),26906,16,4,16,3,32768,7.18928843
inference,vgg19,14652,32,4,8,1,65536,18.46489366
inference,mobilenet,70319,16,1,16,2,32768,179.272652
inference,support_vector_machine (svm),37326,64,5,16,1,65536,6.175634022
feature_extraction,yolo,2680,32,5,16,3,16384,1.538318
preprocessing,naive_bayes,27264,32,4,16,3,32768,7.755408831
training,gpt2,41070,32,5,16,1,32768,208.4647781
inference,k-nearest_neighbors (k-nn),30999,64,1,8,3,16384,5.304132242
feature_extraction,gru,14696,64,5,16,2,16384,2.698715787
inference,naive_bayes,56233,32,2,16,2,32768,29.35644583
preprocessing,efficientnet,18749,32,2,4,1,65536,16.92035159
feature_extraction,logistic_regression,17785,16,3,8,1,16384,61.05818878
inference,vit-base,125917,32,3,8,2,32768,125.3087393
feature_extraction,random_forest,8314,64,1,8,1,16384,1.901420895
inference,gpt2,13336,64,1,16,3,16384,2.642319861
evaluation,k-nearest_neighbors (k-nn),36000,16,2,8,3,32768,98.73665385
feature_extraction,bert-base,76196,32,1,16,2,16384,58.83948458
evaluation,efficientnet,15417,16,4,4,2,32768,93.08233767
training,naive_bayes,8692,64,1,8,1,32768,1.990865807
evaluation,naive_bayes,3847,32,4,4,2,32768,3.524376183
training,efficientnet,45268,64,5,16,1,32768,58.39005369
preprocessing,support_vector_machine (svm),32880,32,1,16,3,16384,11.22619248
training,vgg16,8787,64,2,16,1,8192,5.910486371
training,yolo,21527,64,1,32,2,32768,4.032322693
inference,gpt2,22325,32,5,8,1,32768,31.06989124
inference,logistic_regression,35317,16,5,8,2,16384,97.4027585
inference,gpt2-medium,29210,32,2,8,1,65536,38.08413223
evaluation,catboost,26368,64,1,32,3,16384,4.106525449
inference,vgg19,26215,32,3,8,1,8192,39.01207673
feature_extraction,logistic_regression,9871,64,5,16,3,32768,0.859141092
inference,bert-base,12318,16,1,16,2,32768,40.54795972
inference,gru,35622,16,1,32,1,32768,128.165875
feature_extraction,lstm,18516,128,5,16,1,32768,0.957397334
inference,gru,10233,16,4,8,2,65536,39.05255831
training,linear_regression,17078,32,5,8,2,65536,56.4143054
inference,gpt2,14064,64,1,16,4,16384,1.910543919
inference,resnet101,40663,16,5,16,1,16384,181.5791621
inference,xgboost,41861,32,1,8,3,65536,25.48006578
preprocessing,naive_bayes,36558,32,1,16,1,16384,17.43936453
training,lstm,10412,32,1,8,1,32768,12.29810369
preprocessing,support_vector_machine (svm),33843,16,2,8,1,65536,18.08594332
training,gpt2,14121,32,5,4,1,32768,112.0877254
training,mobilenet,26826,16,2,16,1,65536,150.031904
feature_extraction,support_vector_machine (svm),13530,64,3,8,2,16384,2.215972415
evaluation,lstm,19768,64,4,8,1,16384,9.141883488
feature_extraction,polynomial_regression,2614,32,4,4,1,65536,2.141979819
evaluation,polynomial_regression,35683,16,2,8,3,8192,132.7564984
inference,vit-base,129537,16,1,16,2,65536,378.5531731
preprocessing,vgg16,7218,32,1,16,1,32768,4.756644282
evaluation,bert-large,1579,16,1,4,3,65536,7.949659398
training,gru,10061,16,2,16,2,32768,69.94296729
preprocessing,k-nearest_neighbors (k-nn),5139,32,1,32,1,65536,1.797405047
inference,principal_component_analysis (pca),11368,16,3,16,3,32768,18.43845594
evaluation,random_forest,10422,16,2,8,1,32768,54.5612855
inference,gpt2,18103,128,1,16,1,65536,1.084199011
feature_extraction,random_forest,11175,32,5,8,3,65536,5.745860696
training,gpt2,11145,32,5,16,4,8192,39.84285774
evaluation,lstm,19523,16,2,8,2,8192,129.579486
training,lstm,8820,32,4,8,4,16384,27.21726838
evaluation,resnet101,34745,16,5,8,2,16384,182.6748549
evaluation,catboost,22115,128,2,8,2,16384,1.41661332
preprocessing,linear_regression,126163,32,4,16,2,32768,43.89461484
training,vgg19,23704,16,5,16,3,32768,339.1018445
evaluation,support_vector_machine (svm),54374,64,3,32,2,16384,8.358170804
inference,gpt2,108985,32,2,8,4,32768,71.05947497
training,xgboost,100282,16,1,16,1,32768,334.0443995
evaluation,linear_regression,42830,16,5,8,2,16384,173.4462588
feature_extraction,resnet101,7752,16,3,4,1,16384,42.30321445
preprocessing,vgg19,135645,16,5,32,2,65536,54.52652525
inference,gru,24649,16,5,8,2,32768,106.2757385
evaluation,k-means,67906,16,2,16,1,32768,236.7223266
training,yolo,26083,32,5,8,1,32768,153.8750841
inference,catboost,22573,32,5,16,3,65536,10.56704679
training,logistic_regression,11079,16,5,4,1,32768,236.969383
evaluation,naive_bayes,5009,32,2,8,2,32768,4.371165991
evaluation,naive_bayes,21160,16,1,4,2,32768,77.17427911
feature_extraction,yolo,20204,32,1,16,2,32768,13.35183307
inference,vgg16,9721,16,2,8,3,32768,33.68773811
evaluation,bert-base,12656,64,1,8,3,8192,3.748536568
evaluation,resnet50,19051,16,5,8,3,65536,78.29572566
training,principal_component_analysis (pca),20175,32,1,16,1,8192,16.1565522
evaluation,bert-large,39383,32,5,16,4,16384,26.67256512
preprocessing,bert-large,5558,16,4,16,2,32768,3.127285885
training,principal_component_analysis (pca),1238,32,4,4,3,32768,3.074826401
feature_extraction,support_vector_machine (svm),17553,32,1,16,4,32768,5.061902264
feature_extraction,k-nearest_neighbors (k-nn),11019,16,4,8,1,16384,31.8156384
training,gpt2,30488,64,2,8,1,16384,23.32726918
preprocessing,resnet50,44159,32,5,32,3,32768,16.40396809
inference,yolo,3331,32,1,8,1,32768,4.082095534
feature_extraction,logistic_regression,147128,64,1,16,3,65536,12.34062399
inference,resnet50,12136,16,1,16,4,65536,23.02232026
preprocessing,bert-base,42896,64,5,16,1,16384,29.0877147
evaluation,yolo,24627,64,1,8,1,16384,11.08932216
preprocessing,yolo,4212,128,5,8,4,8192,2.379722168
inference,efficientnet,28514,64,4,8,2,16384,7.633707886
feature_extraction,yolo,15168,16,3,16,1,32768,54.11532221
feature_extraction,bert-base,15030,32,2,8,1,65536,14.20058092
feature_extraction,principal_component_analysis (pca),44387,64,1,16,2,16384,5.254734665
feature_extraction,vgg19,17826,64,1,8,2,65536,3.411724345
feature_extraction,linear_regression,63692,64,4,4,2,32768,11.68637098
training,logistic_regression,49227,16,1,8,1,32768,151.618644
feature_extraction,bert-base,28387,32,1,4,3,32768,24.84293932
preprocessing,lightgbm,31791,16,3,8,1,32768,21.41748752
training,logistic_regression,34678,32,5,16,1,65536,111.7518162
preprocessing,xgboost,54259,64,3,32,3,32768,17.74521308
feature_extraction,principal_component_analysis (pca),9070,16,1,16,1,16384,24.73649
inference,bert-base,18903,128,5,8,1,65536,1.362786123
feature_extraction,vit-base,28036,32,4,32,1,32768,20.88851974
feature_extraction,bert-base,3597,32,2,8,3,65536,2.511260469
training,mobilenet,6315,64,3,16,1,65536,3.638104714
preprocessing,vit-base,173064,64,3,16,1,32768,108.6270948
evaluation,catboost,16076,128,5,8,1,65536,1.23174965
inference,resnet50,29696,16,5,16,1,65536,114.8191462
feature_extraction,resnet50,24815,128,3,16,3,32768,0.8111471
preprocessing,naive_bayes,88423,16,4,16,3,16384,30.33660523
inference,xgboost,105842,16,5,16,1,16384,344.2794853
preprocessing,gru,5695,16,4,8,2,8192,4.957934356
feature_extraction,resnet101,15057,16,1,16,1,65536,51.589004
inference,yolo,9526,64,3,16,3,32768,1.762442843
preprocessing,gru,20033,16,2,16,1,65536,12.56312461
evaluation,mobilenet,23130,16,5,16,3,32768,58.18139435
feature_extraction,support_vector_machine (svm),70036,16,2,8,1,16384,214.0568153
preprocessing,bert-base,10203,16,2,16,1,32768,7.028086348
inference,resnet101,31433,16,3,8,2,32768,133.1905948
feature_extraction,gpt2,14159,16,1,16,2,32768,41.82392189
evaluation,gpt2,9953,64,4,4,3,65536,2.746977312
preprocessing,random_forest,67980,16,4,8,2,32768,37.58874883
training,lightgbm,10587,16,3,8,3,65536,87.57870119
preprocessing,logistic_regression,37373,32,1,8,1,32768,20.69593587
preprocessing,polynomial_regression,11754,64,5,4,1,65536,6.562997793
evaluation,random_forest,16475,16,2,8,2,16384,79.46672927
evaluation,vgg16,6705,32,4,8,1,32768,11.57131632
inference,yolo,17986,16,2,4,1,8192,139.33481
evaluation,lightgbm,16798,32,4,16,2,32768,13.90767358
evaluation,bert-large,324236,16,1,8,2,16384,1896.656717
inference,gpt2,18602,128,5,8,2,16384,1.217809741
evaluation,resnet101,5209,16,4,16,3,16384,19.89601818
training,efficientnet,8252,16,1,4,2,32768,36.79581636
feature_extraction,gru,37028,32,2,16,3,32768,19.80593673
preprocessing,k-nearest_neighbors (k-nn),9456,32,3,8,3,32768,3.613732794
training,bert-large,44272,64,5,4,2,32768,67.75185737
feature_extraction,resnet50,45288,16,1,8,2,65536,156.105005
preprocessing,gpt2-medium,28651,64,2,8,1,16384,27.55164197
inference,lstm,68378,32,4,8,2,32768,72.66807992
evaluation,lstm,83083,16,3,8,3,65536,308.5828064
inference,gru,9989,16,1,4,1,8192,77.61713258
evaluation,gpt2,20144,32,2,8,3,32768,21.20776161
feature_extraction,mobilenet,20693,16,4,8,2,32768,52.91268725
feature_extraction,gru,89706,32,5,8,2,16384,91.47158617
inference,lightgbm,11221,128,2,16,2,32768,0.494377207
training,bert-base,7154,16,1,4,1,32768,47.80494458
feature_extraction,logistic_regression,118964,32,5,16,1,16384,72.45682946
training,vgg19,47029,64,3,8,1,16384,49.94449657
training,vit-base,12569,16,1,8,3,65536,43.32193552
evaluation,lightgbm,38028,16,2,8,4,16384,105.3760042
inference,random_forest,33586,32,5,16,1,8192,32.40004439
training,gpt2-medium,52374,128,1,4,1,16384,5.236699548
evaluation,bert-large,8381,16,1,32,3,16384,28.95220516
inference,vgg16,23042,16,3,16,1,32768,89.47591443
inference,catboost,16742,16,3,16,2,32768,45.07886835
feature_extraction,gru,5503,32,2,16,1,32768,4.231480472
inference,gru,84079,32,3,16,2,16384,78.99088063
preprocessing,vgg19,20191,64,1,16,3,65536,8.553279788
inference,k-means,83995,64,3,8,2,65536,12.07184993
evaluation,vit-base,59304,16,1,16,2,32768,258.1239779
feature_extraction,xgboost,24422,16,1,8,1,32768,88.58022507
training,catboost,4126,64,5,32,3,16384,2.857593081
preprocessing,bert-large,19342,32,5,8,3,16384,11.10123378
preprocessing,gpt2-medium,47279,32,1,8,1,65536,38.9571835
training,mobilenet,33413,128,1,8,2,32768,1.781277681
training,k-nearest_neighbors (k-nn),23583,32,2,8,3,32768,28.2954313
evaluation,bert-base,25955,16,1,8,2,16384,139.2161651
feature_extraction,k-means,26929,16,1,16,2,65536,43.52534578
inference,linear_regression,6347,32,5,4,3,16384,4.677345805
inference,vit-base,15700,64,2,32,3,16384,2.381521722
evaluation,random_forest,24998,16,4,8,1,32768,127.0482623
training,k-means,17803,16,5,8,3,32768,192.507804
inference,logistic_regression,22760,32,4,32,1,32768,13.67247891
evaluation,resnet101,21776,64,1,8,2,16384,7.412616764
preprocessing,random_forest,5866,32,4,32,2,8192,2.476925532
feature_extraction,xgboost,56346,16,1,4,2,8192,207.1638012
inference,support_vector_machine (svm),14601,32,5,4,1,8192,19.62411209
evaluation,random_forest,27937,128,1,8,3,16384,1.798293457
inference,xgboost,43829,32,2,16,1,16384,41.76918309
evaluation,vgg16,13942,128,2,16,1,65536,1.092127755
training,resnet50,22831,16,1,8,1,16384,122.8928492
inference,mobilenet,3879,16,1,4,2,65536,15.57255293
evaluation,k-nearest_neighbors (k-nn),148930,16,3,4,1,16384,907.4759299
evaluation,efficientnet,28635,16,1,8,2,65536,136.3846612
evaluation,support_vector_machine (svm),30983,64,4,16,4,65536,3.467009733
preprocessing,bert-base,15722,128,1,32,2,65536,6.978892479
preprocessing,mobilenet,14778,16,2,8,2,65536,6.842721903
inference,polynomial_regression,25728,16,4,32,2,32768,47.29435472
training,resnet101,11610,32,2,8,2,32768,21.216704
inference,logistic_regression,49567,32,1,8,4,32768,21.7073287
preprocessing,k-nearest_neighbors (k-nn),18909,16,1,16,3,32768,5.386070444
evaluation,vgg16,3624,128,2,8,3,32768,0.24359685
feature_extraction,xgboost,35760,32,5,8,1,32768,31.47981928
evaluation,principal_component_analysis (pca),97097,16,4,16,3,16384,236.8598448
evaluation,vit-base,17765,32,1,8,3,32768,20.27043359
feature_extraction,logistic_regression,8938,128,3,8,1,32768,0.384616562
evaluation,random_forest,11757,16,1,32,2,32768,33.62155277
training,bert-base,104074,16,1,8,1,32768,547.8854934
preprocessing,naive_bayes,5940,16,2,8,4,65536,1.572680565
inference,k-nearest_neighbors (k-nn),17916,128,3,8,1,16384,1.007342556
feature_extraction,logistic_regression,14068,64,4,32,1,32768,1.683522292
training,vgg16,12047,16,2,8,3,65536,82.66951777
inference,k-means,15300,32,5,32,2,16384,8.721211536
inference,k-nearest_neighbors (k-nn),45861,16,5,32,1,65536,96.47395612
feature_extraction,yolo,48694,16,1,16,2,32768,124.5081408
training,logistic_regression,13283,128,2,8,1,65536,1.398883202
feature_extraction,naive_bayes,22479,32,2,16,1,32768,12.44626771
preprocessing,random_forest,24507,16,2,8,3,65536,10.75784681
preprocessing,yolo,19569,32,4,4,2,16384,15.37785641
preprocessing,resnet101,77232,32,1,8,2,16384,54.24588905
feature_extraction,vgg16,49105,16,1,16,1,16384,192.9995308
training,yolo,10166,64,1,8,1,16384,3.851599122
inference,vgg16,5038,16,1,8,2,16384,24.43908087
training,vgg19,39749,32,1,4,1,16384,63.99523492
training,support_vector_machine (svm),20538,64,5,8,1,65536,18.51904191
inference,vgg19,3625,16,1,16,1,16384,16.86672589
feature_extraction,lightgbm,30749,32,2,8,3,32768,18.55921905
training,gpt2-medium,29750,32,1,32,1,32768,24.66129916
preprocessing,vit-base,14167,64,1,8,1,8192,14.15200105
evaluation,random_forest,119060,32,2,32,2,16384,88.44268659
evaluation,gpt2-medium,9308,64,2,16,2,32768,2.585071059
feature_extraction,polynomial_regression,23168,64,2,8,2,65536,2.850849104
training,mobilenet,55184,16,2,32,1,32768,300.4093902
preprocessing,vgg16,64096,32,5,8,1,65536,45.90949205
inference,bert-large,68380,32,2,8,1,16384,93.60483526
preprocessing,logistic_regression,3632,16,5,32,4,65536,0.68017066
feature_extraction,principal_component_analysis (pca),14784,64,1,8,1,32768,2.459640079
training,vgg19,12077,16,1,8,2,65536,46.50153689
training,vgg19,18180,64,3,4,2,16384,20.21984093
inference,vgg16,48245,16,2,8,2,8192,230.0754367
inference,vit-base,8837,32,2,4,2,32768,10.10203896
feature_extraction,xgboost,142327,64,3,8,3,8192,24.10227228
preprocessing,polynomial_regression,12246,32,3,32,1,8192,5.168873086
training,resnet50,86383,128,1,16,3,16384,3.920027864
evaluation,random_forest,22696,16,2,8,3,8192,102.7527082
preprocessing,support_vector_machine (svm),13989,64,1,16,4,32768,3.155295016
feature_extraction,linear_regression,34816,16,2,4,1,32768,126.8830459
preprocessing,support_vector_machine (svm),11776,16,5,4,3,16384,6.211763744
feature_extraction,gpt2-medium,2055,32,1,8,1,32768,2.268160018
evaluation,bert-large,29674,16,1,4,1,32768,236.599712
evaluation,gpt2-medium,23199,16,3,16,1,32768,117.730288
inference,mobilenet,102175,16,2,8,1,16384,453.5310092
inference,efficientnet,110738,32,2,16,1,16384,114.7078668
feature_extraction,bert-base,21831,16,2,4,4,16384,69.50762924
feature_extraction,vgg19,5120,64,2,16,1,32768,1.032279098
feature_extraction,bert-large,5539,32,2,8,3,16384,4.375699879
evaluation,lstm,30158,32,3,8,1,16384,48.58851149
preprocessing,k-nearest_neighbors (k-nn),29242,16,2,8,1,65536,14.38160109
training,k-nearest_neighbors (k-nn),28643,32,5,8,3,16384,94.45053517
inference,k-means,31074,16,5,8,3,65536,71.40909732
preprocessing,gru,36494,128,2,16,1,32768,25.22196327
inference,logistic_regression,16335,16,5,16,1,65536,39.5152867
feature_extraction,catboost,72380,16,1,16,2,8192,187.5454675
training,vit-base,26848,32,4,8,1,32768,141.5005239
preprocessing,bert-large,15686,128,4,8,2,32768,10.76802343
preprocessing,polynomial_regression,39839,32,1,32,2,32768,13.15378304
evaluation,support_vector_machine (svm),31681,64,5,16,3,32768,4.082577731
preprocessing,logistic_regression,16317,64,3,8,2,32768,7.530655848
preprocessing,polynomial_regression,14875,32,3,8,2,16384,7.117508455
preprocessing,resnet101,10405,16,5,16,2,32768,5.58910822
inference,logistic_regression,60971,16,5,8,4,32768,116.3942623
evaluation,gpt2-medium,62820,32,1,16,2,8192,71.01471191
inference,polynomial_regression,61937,32,2,16,2,16384,35.68858364
inference,xgboost,18549,128,1,4,1,16384,1.430046187
preprocessing,gru,35794,32,3,16,1,65536,23.51106155
preprocessing,catboost,8946,16,5,16,3,32768,3.243899173
feature_extraction,bert-base,10069,32,1,8,1,32768,11.57223491
preprocessing,principal_component_analysis (pca),9965,64,1,8,3,16384,4.068923223
training,random_forest,4346,32,1,8,3,32768,3.0206124
evaluation,catboost,10530,128,1,4,1,32768,0.99152088
evaluation,lstm,99008,64,1,4,2,8192,42.51585802
preprocessing,lightgbm,15138,16,2,32,3,32768,4.598020196
evaluation,random_forest,66080,16,3,16,3,32768,178.5444607
evaluation,k-nearest_neighbors (k-nn),20928,16,2,32,1,16384,65.12600527
feature_extraction,yolo,11384,64,2,16,3,32768,1.640052496
evaluation,random_forest,35207,16,3,16,1,32768,151.0805738
inference,catboost,55210,32,5,8,3,65536,32.82762592
feature_extraction,mobilenet,14569,16,5,8,1,32768,49.71382797
inference,resnet50,87314,16,2,16,2,32768,268.9037152
evaluation,efficientnet,92865,32,2,16,1,16384,137.9826057
evaluation,vgg19,10359,32,3,8,2,32768,13.88319576
evaluation,xgboost,6691,16,2,8,3,32768,21.31575124
preprocessing,polynomial_regression,5947,32,3,16,1,16384,3.089546786
feature_extraction,catboost,13397,128,3,16,1,16384,0.688823564
inference,support_vector_machine (svm),13092,64,4,32,2,65536,1.329806183
training,naive_bayes,106107,32,2,4,3,32768,141.5498272
inference,gpt2,20763,16,2,8,3,65536,63.0205139
inference,yolo,26553,16,1,16,4,32768,55.41500975
preprocessing,gpt2,83112,16,2,16,1,16384,60.35791136
feature_extraction,gpt2-medium,116401,16,3,16,1,32768,369.8951599
preprocessing,gpt2-medium,15468,16,5,32,2,65536,7.287233396
evaluation,bert-base,7222,32,2,8,2,8192,11.63570898
preprocessing,resnet50,2917,128,2,16,1,32768,1.957081509
evaluation,linear_regression,32342,16,3,16,4,32768,55.41846177
evaluation,support_vector_machine (svm),99810,128,3,16,2,16384,4.741580696
inference,xgboost,14237,16,4,8,2,65536,46.64283028
evaluation,yolo,30802,16,4,8,1,32768,201.3324764
evaluation,xgboost,91219,16,3,8,1,32768,490.4812919
preprocessing,vgg16,65365,64,1,8,1,16384,60.27985366
preprocessing,linear_regression,155121,64,2,16,1,16384,68.00611832
preprocessing,mobilenet,40453,16,4,16,4,16384,11.22832374
evaluation,linear_regression,30981,16,5,8,3,65536,81.97432037
training,k-means,7232,64,1,4,1,32768,1.902872084
feature_extraction,efficientnet,165795,64,2,16,2,16384,29.25251157
preprocessing,catboost,15418,128,3,16,1,16384,8.364028179
evaluation,k-means,20985,32,3,16,2,16384,16.71654941
evaluation,vgg19,17949,32,2,8,3,65536,18.79013997
feature_extraction,k-nearest_neighbors (k-nn),140125,128,4,16,2,32768,3.623125733
evaluation,efficientnet,138617,128,1,16,2,32768,9.510326651
inference,k-means,15049,32,1,8,1,65536,11.16500999
preprocessing,vgg16,35503,32,1,8,3,8192,22.21102406
inference,principal_component_analysis (pca),3801,64,4,8,4,32768,0.425976358
evaluation,polynomial_regression,23752,16,2,8,2,16384,80.42189446
inference,xgboost,14503,32,2,8,1,32768,15.00997558
evaluation,lightgbm,32332,16,1,8,2,16384,133.3501337
training,support_vector_machine (svm),24525,64,2,8,1,32768,10.32272993
inference,k-means,11023,128,5,32,2,16384,0.357568175
preprocessing,bert-base,17773,16,3,16,1,16384,13.04818109
inference,mobilenet,28169,16,1,32,1,16384,95.818253
feature_extraction,naive_bayes,15092,16,5,16,1,16384,37.80892651
inference,support_vector_machine (svm),28539,32,4,8,3,32768,14.83550235
training,polynomial_regression,13670,128,2,16,2,32768,0.990743934
training,lstm,47643,32,3,8,2,32768,156.1511188
evaluation,vgg16,7249,32,4,8,1,16384,12.76565516
preprocessing,gpt2,19154,32,1,16,2,65536,9.200168207
evaluation,k-nearest_neighbors (k-nn),45637,32,4,16,1,16384,39.01950307
preprocessing,vgg19,17482,32,1,8,1,65536,12.85678735
evaluation,random_forest,18861,128,1,8,4,32768,0.869663542
training,resnet50,48323,16,1,8,2,32768,209.0303858
evaluation,resnet101,33279,32,1,8,2,16384,44.61166982
inference,gru,25992,32,4,8,1,8192,39.48820838
feature_extraction,bert-large,20807,16,2,4,1,16384,116.7681486
feature_extraction,logistic_regression,2588,128,2,8,2,8192,0.106743393
preprocessing,principal_component_analysis (pca),6763,64,1,16,1,32768,3.133458684
training,lstm,23020,128,5,8,3,32768,6.105434165
preprocessing,resnet50,102631,128,5,16,2,32768,51.86121549
preprocessing,random_forest,121976,16,1,16,2,32768,55.41191074
evaluation,catboost,19164,32,1,16,1,32768,19.29659902
inference,lightgbm,74284,16,3,32,4,65536,103.665234
inference,support_vector_machine (svm),26052,32,2,16,1,16384,19.9278548
training,resnet101,26132,16,2,8,2,16384,232.8406543
feature_extraction,principal_component_analysis (pca),6889,16,2,16,3,16384,11.43986803
evaluation,naive_bayes,12492,16,4,16,2,32768,30.80153484
inference,lightgbm,10767,64,3,8,1,16384,2.97260946
training,logistic_regression,21466,32,4,8,1,32768,76.298322
training,k-means,179864,32,5,8,3,32768,506.7518149
feature_extraction,vgg16,13307,16,1,16,1,65536,41.27048016
feature_extraction,logistic_regression,1406,128,5,8,1,32768,0.06288799
inference,gpt2,8133,16,1,16,1,16384,34.22993973
inference,random_forest,11768,128,1,8,1,8192,0.833046844
inference,vgg16,28695,16,5,8,2,65536,102.5594167
training,catboost,30276,32,1,8,2,65536,24.94752776
preprocessing,gpt2-medium,20087,16,5,16,1,32768,14.03417416
evaluation,mobilenet,14971,32,5,16,2,65536,10.88846102
inference,random_forest,81090,32,5,8,3,8192,67.03339057
feature_extraction,resnet101,19391,64,1,8,2,16384,4.623711639
evaluation,resnet101,36391,32,1,8,2,65536,45.4611082
inference,xgboost,13844,128,1,16,2,32768,0.603570813
evaluation,bert-base,12881,64,4,16,2,32768,3.263144607
evaluation,gpt2,25359,32,5,8,3,32768,25.63142612
feature_extraction,resnet50,11625,32,2,16,2,32768,7.629269127
feature_extraction,gpt2,58171,32,5,8,2,32768,48.77523194
preprocessing,bert-base,2065,32,1,16,2,16384,1.248672943
evaluation,vgg19,47894,64,2,8,4,65536,8.844265891
inference,principal_component_analysis (pca),8093,128,5,8,1,32768,0.437684373
feature_extraction,mobilenet,24460,16,4,8,1,16384,95.9720027
preprocessing,naive_bayes,8640,64,2,8,1,16384,5.338345609
evaluation,bert-base,34928,32,5,4,2,32768,51.34084276
inference,mobilenet,21208,32,1,16,2,32768,13.43248893
preprocessing,resnet101,106129,16,5,16,1,32768,65.04567485
evaluation,bert-base,23398,16,5,8,1,32768,141.5084452
inference,yolo,52683,64,2,8,2,16384,14.1988411
